study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy
PRJEB8640	ERP009661	SAMEA3267982	ERS663959	ERX711576	ERR768303	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768303/ERR768303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768303/ERR768303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768303/ERR768303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768303/ERR768303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ209_S113_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ209_S113_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ209_S113_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ209_S113_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268161	ERS664138	ERX711577	ERR768304	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768304/ERR768304_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768304/ERR768304_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768304/ERR768304_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768304/ERR768304_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ20_S20_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ20_S20_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ20_S20_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ20_S20_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267983	ERS663960	ERX711578	ERR768305	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768305/ERR768305_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768305/ERR768305_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768305/ERR768305_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768305/ERR768305_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ210_S114_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ210_S114_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ210_S114_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ210_S114_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267984	ERS663961	ERX711579	ERR768306	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768306/ERR768306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768306/ERR768306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768306/ERR768306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768306/ERR768306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ211_S115_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ211_S115_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ211_S115_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ211_S115_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267985	ERS663962	ERX711580	ERR768307	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768307/ERR768307_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768307/ERR768307_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768307/ERR768307_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768307/ERR768307_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ212_S116_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ212_S116_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ212_S116_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ212_S116_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267986	ERS663963	ERX711581	ERR768308	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768308/ERR768308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768308/ERR768308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768308/ERR768308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768308/ERR768308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ213_S117_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ213_S117_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ213_S117_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ213_S117_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267987	ERS663964	ERX711582	ERR768309	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768309/ERR768309_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768309/ERR768309_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768309/ERR768309_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768309/ERR768309_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ214_S118_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ214_S118_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ214_S118_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ214_S118_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267988	ERS663965	ERX711583	ERR768310	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768310/ERR768310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768310/ERR768310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768310/ERR768310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768310/ERR768310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ215_S119_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ215_S119_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ215_S119_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ215_S119_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267989	ERS663966	ERX711584	ERR768311	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768311/ERR768311_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768311/ERR768311_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768311/ERR768311_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768311/ERR768311_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ216_S120_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ216_S120_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ216_S120_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ216_S120_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267990	ERS663967	ERX711585	ERR768312	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768312/ERR768312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768312/ERR768312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768312/ERR768312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768312/ERR768312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ217_S121_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ217_S121_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ217_S121_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ217_S121_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267991	ERS663968	ERX711586	ERR768313	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768313/ERR768313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768313/ERR768313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768313/ERR768313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768313/ERR768313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ218_S122_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ218_S122_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ218_S122_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ218_S122_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267992	ERS663969	ERX711587	ERR768314	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768314/ERR768314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768314/ERR768314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768314/ERR768314_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768314/ERR768314_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ219_S123_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ219_S123_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ219_S123_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ219_S123_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268162	ERS664139	ERX711588	ERR768315	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768315/ERR768315_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768315/ERR768315_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768315/ERR768315_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768315/ERR768315_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ21_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ21_S21_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ21_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ21_S21_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267993	ERS663970	ERX711589	ERR768316	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768316/ERR768316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768316/ERR768316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768316/ERR768316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768316/ERR768316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ220_S124_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ220_S124_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ220_S124_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ220_S124_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267994	ERS663971	ERX711590	ERR768317	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768317/ERR768317_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768317/ERR768317_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768317/ERR768317_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768317/ERR768317_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ221_S125_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ221_S125_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ221_S125_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ221_S125_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267995	ERS663972	ERX711591	ERR768318	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768318/ERR768318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768318/ERR768318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768318/ERR768318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768318/ERR768318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ222_S126_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ222_S126_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ222_S126_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ222_S126_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267996	ERS663973	ERX711592	ERR768319	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768319/ERR768319_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768319/ERR768319_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768319/ERR768319_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768319/ERR768319_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ223_S127_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ223_S127_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ223_S127_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ223_S127_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267997	ERS663974	ERX711593	ERR768320	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768320/ERR768320_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768320/ERR768320_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768320/ERR768320_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768320/ERR768320_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ224_S128_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ224_S128_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ224_S128_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ224_S128_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267998	ERS663975	ERX711594	ERR768321	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768321/ERR768321_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768321/ERR768321_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768321/ERR768321_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768321/ERR768321_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ225_S129_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ225_S129_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ225_S129_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ225_S129_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267999	ERS663976	ERX711595	ERR768322	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768322/ERR768322_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768322/ERR768322_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768322/ERR768322_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768322/ERR768322_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ226_S130_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ226_S130_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ226_S130_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ226_S130_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268000	ERS663977	ERX711596	ERR768323	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768323/ERR768323_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768323/ERR768323_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768323/ERR768323_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768323/ERR768323_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ227_S131_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ227_S131_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ227_S131_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ227_S131_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268001	ERS663978	ERX711597	ERR768324	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768324/ERR768324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768324/ERR768324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768324/ERR768324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768324/ERR768324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ228_S132_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ228_S132_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ228_S132_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ228_S132_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268002	ERS663979	ERX711598	ERR768325	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768325/ERR768325_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768325/ERR768325_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768325/ERR768325_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768325/ERR768325_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ229_S133_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ229_S133_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ229_S133_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ229_S133_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267804	ERS663781	ERX711599	ERR768326	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768326/ERR768326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768326/ERR768326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768326/ERR768326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768326/ERR768326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ22_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ22_S22_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ22_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ22_S22_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268003	ERS663980	ERX711600	ERR768327	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768327/ERR768327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768327/ERR768327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768327/ERR768327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768327/ERR768327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ230_S134_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ230_S134_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ230_S134_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ230_S134_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268004	ERS663981	ERX711601	ERR768328	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768328/ERR768328_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768328/ERR768328_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768328/ERR768328_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768328/ERR768328_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ231_S135_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ231_S135_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ231_S135_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ231_S135_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268005	ERS663982	ERX711602	ERR768329	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768329/ERR768329_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768329/ERR768329_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768329/ERR768329_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768329/ERR768329_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ232_S136_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ232_S136_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ232_S136_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ232_S136_L001_R2_001.fastq.gz
