study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy
PRJEB8640	ERP009661	SAMEA3267820	ERS663797	ERX711762	ERR768489	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768489/ERR768489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768489/ERR768489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768489/ERR768489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768489/ERR768489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ40_S40_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ40_S40_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ40_S40_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ40_S40_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267821	ERS663798	ERX711763	ERR768490	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768490/ERR768490_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768490/ERR768490_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768490/ERR768490_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768490/ERR768490_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ41_S41_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ41_S41_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ41_S41_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ41_S41_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267822	ERS663799	ERX711764	ERR768491	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768491/ERR768491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768491/ERR768491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768491/ERR768491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768491/ERR768491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ42_S42_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ42_S42_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ42_S42_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ42_S42_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267823	ERS663800	ERX711765	ERR768492	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768492/ERR768492_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768492/ERR768492_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768492/ERR768492_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768492/ERR768492_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ43_S43_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ43_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ43_S43_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ43_S43_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267824	ERS663801	ERX711766	ERR768493	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768493/ERR768493_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768493/ERR768493_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768493/ERR768493_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768493/ERR768493_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ44_S44_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ44_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ44_S44_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ44_S44_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267825	ERS663802	ERX711767	ERR768494	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768494/ERR768494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768494/ERR768494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768494/ERR768494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768494/ERR768494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ45_S45_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ45_S45_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ45_S45_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ45_S45_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267826	ERS663803	ERX711768	ERR768495	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768495/ERR768495_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768495/ERR768495_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768495/ERR768495_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768495/ERR768495_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ46_S46_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ46_S46_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ46_S46_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ46_S46_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267827	ERS663804	ERX711769	ERR768496	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768496/ERR768496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768496/ERR768496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768496/ERR768496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768496/ERR768496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ47_S47_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ47_S47_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ47_S47_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ47_S47_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267828	ERS663805	ERX711770	ERR768497	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768497/ERR768497_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768497/ERR768497_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768497/ERR768497_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768497/ERR768497_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ48_S48_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ48_S48_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ48_S48_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ48_S48_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267829	ERS663806	ERX711771	ERR768498	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768498/ERR768498_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768498/ERR768498_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768498/ERR768498_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768498/ERR768498_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ49_S49_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ49_S49_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ49_S49_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ49_S49_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267795	ERS663772	ERX711772	ERR768499	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768499/ERR768499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768499/ERR768499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768499/ERR768499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768499/ERR768499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ4_S4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ4_S4_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ4_S4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ4_S4_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267830	ERS663807	ERX711773	ERR768500	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768500/ERR768500_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768500/ERR768500_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768500/ERR768500_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768500/ERR768500_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ50_S50_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ50_S50_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ50_S50_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ50_S50_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267831	ERS663808	ERX711774	ERR768501	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768501/ERR768501_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768501/ERR768501_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768501/ERR768501_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768501/ERR768501_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ51_S51_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ51_S51_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ51_S51_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ51_S51_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267832	ERS663809	ERX711775	ERR768502	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768502/ERR768502_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768502/ERR768502_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768502/ERR768502_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768502/ERR768502_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ52_S52_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ52_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ52_S52_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ52_S52_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267833	ERS663810	ERX711776	ERR768503	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768503/ERR768503_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768503/ERR768503_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768503/ERR768503_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768503/ERR768503_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ53_S53_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ53_S53_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ53_S53_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ53_S53_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267834	ERS663811	ERX711777	ERR768504	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768504/ERR768504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768504/ERR768504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768504/ERR768504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768504/ERR768504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ54_S54_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ54_S54_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ54_S54_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ54_S54_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267835	ERS663812	ERX711778	ERR768505	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768505/ERR768505_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768505/ERR768505_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768505/ERR768505_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768505/ERR768505_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ55_S55_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ55_S55_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ55_S55_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ55_S55_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267836	ERS663813	ERX711779	ERR768506	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768506/ERR768506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768506/ERR768506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768506/ERR768506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768506/ERR768506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ56_S56_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ56_S56_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ56_S56_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ56_S56_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267837	ERS663814	ERX711780	ERR768507	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768507/ERR768507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768507/ERR768507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768507/ERR768507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768507/ERR768507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ57_S57_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ57_S57_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ57_S57_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ57_S57_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267838	ERS663815	ERX711781	ERR768508	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768508/ERR768508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768508/ERR768508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768508/ERR768508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768508/ERR768508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ58_S58_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ58_S58_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ58_S58_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ58_S58_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267839	ERS663816	ERX711782	ERR768509	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768509/ERR768509_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768509/ERR768509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768509/ERR768509_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768509/ERR768509_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ59_S59_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ59_S59_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ59_S59_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ59_S59_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267796	ERS663773	ERX711783	ERR768510	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768510/ERR768510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768510/ERR768510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768510/ERR768510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768510/ERR768510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ5_S5_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ5_S5_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ5_S5_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ5_S5_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267840	ERS663817	ERX711784	ERR768511	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768511/ERR768511_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768511/ERR768511_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768511/ERR768511_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768511/ERR768511_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ60_S60_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ60_S60_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ60_S60_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ60_S60_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267841	ERS663818	ERX711785	ERR768512	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768512/ERR768512_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768512/ERR768512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768512/ERR768512_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768512/ERR768512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ61_S61_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ61_S61_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ61_S61_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ61_S61_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267842	ERS663819	ERX711786	ERR768513	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768513/ERR768513_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768513/ERR768513_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768513/ERR768513_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768513/ERR768513_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ62_S62_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ62_S62_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ62_S62_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ62_S62_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267843	ERS663820	ERX711787	ERR768514	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768514/ERR768514_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768514/ERR768514_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768514/ERR768514_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768514/ERR768514_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ63_S63_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ63_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ63_S63_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ63_S63_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267844	ERS663821	ERX711788	ERR768515	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768515/ERR768515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768515/ERR768515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768515/ERR768515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768515/ERR768515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ64_S64_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ64_S64_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ64_S64_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ64_S64_L001_R2_001.fastq.gz
